Light,Temp,RTC,hour,WeekDay,Event,Day,Minutes,Month
500,21.5,2022-12-15 22:10:00,22,Thursday,0,3,1330,12
609,22.9,2022-12-16 06:30:00,6,Friday,1,4,390,12
549,20.0,2022-12-16 17:00:00,17,Friday,0,4,1020,12
538,23.2,2022-12-16 18:40:00,18,Friday,1,4,1120,12
484,22.3,2022-12-16 19:00:00,19,Friday,0,4,1140,12
633,23.3,2022-12-16 19:30:00,19,Friday,1,4,1170,12
560,23.6,2022-12-16 19:50:00,19,Friday,0,4,1190,12
631,21.7,2022-12-16 20:00:00,20,Friday,1,4,1200,12
482,22.2,2022-12-16 20:40:00,20,Friday,0,4,1240,12
624,22.0,2022-12-16 21:20:00,21,Friday,1,4,1280,12
534,23.4,2022-12-17 09:30:00,9,Saturday,0,5,570,12
601,21.5,2022-12-17 12:30:00,12,Saturday,1,5,750,12
471,20.5,2022-12-17 15:10:00,15,Saturday,0,5,910,12
509,19.7,2022-12-17 21:20:00,21,Saturday,1,5,1280,12
511,21.1,2022-12-19 06:30:00,6,Monday,0,0,390,12
623,21.0,2022-12-19 11:00:00,11,Monday,0,0,660,12
497,20.1,2022-12-19 12:30:00,12,Monday,0,0,750,12
533,21.6,2022-12-19 15:20:00,15,Monday,0,0,920,12
533,20.0,2022-12-19 17:40:00,17,Monday,0,0,1060,12
570,23.0,2022-12-19 19:30:00,19,Monday,1,0,1170,12
483,23.7,2022-12-19 20:30:00,20,Monday,0,0,1230,12
584,22.5,2022-12-19 21:20:00,21,Monday,1,0,1280,12
574,22.5,2022-12-19 22:20:00,22,Monday,0,0,1340,12
625,22.5,2022-12-19 22:30:00,22,Monday,1,0,1350,12
481,22.4,2022-12-20 06:20:00,6,Tuesday,0,1,380,12
506,20.7,2022-12-20 09:10:00,9,Tuesday,0,1,550,12
514,23.1,2022-12-20 11:40:00,11,Tuesday,0,1,700,12
588,23.3,2022-12-20 13:30:00,13,Tuesday,0,1,810,12
481,23.8,2022-12-20 16:20:00,16,Tuesday,0,1,980,12
527,19.9,2022-12-20 18:40:00,18,Tuesday,1,1,1120,12
632,21.4,2022-12-20 18:50:00,18,Tuesday,0,1,1130,12
578,23.1,2022-12-20 20:30:00,20,Tuesday,1,1,1230,12
498,21.2,2022-12-20 22:20:00,22,Tuesday,0,1,1340,12
640,21.9,2022-12-21 06:40:00,6,Wednesday,1,2,400,12
599,20.3,2022-12-21 08:40:00,8,Wednesday,0,2,520,12
584,22.9,2022-12-21 09:10:00,9,Wednesday,0,2,550,12
474,22.7,2022-12-21 09:20:00,9,Wednesday,0,2,560,12
607,20.8,2022-12-21 11:50:00,11,Wednesday,0,2,710,12
543,22.6,2022-12-21 15:20:00,15,Wednesday,0,2,920,12
560,19.8,2022-12-21 17:50:00,17,Wednesday,1,2,1070,12
475,20.4,2022-12-21 19:40:00,19,Wednesday,0,2,1180,12
622,22.1,2022-12-21 20:00:00,20,Wednesday,1,2,1200,12
565,22.6,2022-12-21 21:20:00,21,Wednesday,0,2,1280,12
623,21.8,2022-12-22 08:30:00,8,Thursday,1,3,510,12
487,23.2,2022-12-22 09:00:00,9,Thursday,0,3,540,12
511,21.3,2022-12-23 07:20:00,7,Friday,1,4,440,12
644,22.6,2022-12-23 09:30:00,9,Friday,0,4,570,12
627,20.0,2022-12-23 10:20:00,10,Friday,0,4,620,12
472,23.2,2022-12-23 13:50:00,13,Friday,0,4,830,12
643,22.3,2022-12-23 15:20:00,15,Friday,0,4,920,12
560,22.7,2022-12-23 15:50:00,15,Friday,0,4,950,12
536,21.7,2022-12-23 17:10:00,17,Friday,1,4,1030,12
481,23.1,2022-12-23 18:30:00,18,Friday,0,4,1110,12
625,20.6,2022-12-23 19:20:00,19,Friday,1,4,1160,12
