Light,Temp,RTC,hour,WeekDay,Event,Day,Minutes,Month
476,22.0,2022-12-15 11:20:00,11,Thursday,0,3,680,12
575,22.4,2022-12-15 18:10:00,18,Thursday,1,3,1090,12
510,22.8,2022-12-15 22:40:00,22,Thursday,0,3,1360,12
570,23.1,2022-12-16 09:30:00,9,Friday,0,4,570,12
508,23.1,2022-12-16 09:40:00,9,Friday,0,4,580,12
636,22.7,2022-12-16 11:20:00,11,Friday,0,4,680,12
547,23.3,2022-12-16 13:00:00,13,Friday,0,4,780,12
621,21.5,2022-12-16 16:40:00,16,Friday,0,4,1000,12
475,22.4,2022-12-16 18:10:00,18,Friday,0,4,1090,12
554,20.2,2022-12-16 22:10:00,22,Friday,1,4,1330,12
567,21.3,2022-12-17 12:30:00,12,Saturday,0,5,750,12
615,22.0,2022-12-17 12:40:00,12,Saturday,1,5,760,12
607,20.0,2022-12-17 16:40:00,16,Saturday,0,5,1000,12
526,23.1,2022-12-17 21:10:00,21,Saturday,1,5,1270,12
550,23.1,2022-12-18 12:00:00,12,Sunday,0,6,720,12
604,23.3,2022-12-18 16:00:00,16,Sunday,1,6,960,12
481,22.9,2022-12-18 17:10:00,17,Sunday,0,6,1030,12
600,22.6,2022-12-18 20:10:00,20,Sunday,1,6,1210,12
537,21.7,2022-12-19 10:40:00,10,Monday,0,0,640,12
517,22.3,2022-12-20 18:10:00,18,Tuesday,1,1,1090,12
619,20.7,2022-12-20 22:10:00,22,Tuesday,0,1,1330,12
610,24.9,2022-12-21 06:20:00,6,Wednesday,1,2,380,12
560,22.6,2022-12-21 11:00:00,11,Wednesday,0,2,660,12
607,22.4,2022-12-21 11:30:00,11,Wednesday,0,2,690,12
496,21.9,2022-12-22 09:40:00,9,Thursday,0,3,580,12
612,22.1,2022-12-22 12:20:00,12,Thursday,0,3,740,12
561,20.5,2022-12-22 13:30:00,13,Thursday,0,3,810,12
546,21.9,2022-12-22 16:40:00,16,Thursday,0,3,1000,12
616,20.3,2022-12-22 18:20:00,18,Thursday,0,3,1100,12
500,22.9,2022-12-22 19:10:00,19,Thursday,1,3,1150,12
638,20.8,2022-12-22 20:10:00,20,Thursday,0,3,1210,12
501,21.2,2022-12-23 10:40:00,10,Friday,0,4,640,12
500,22.0,2022-12-23 17:50:00,17,Friday,0,4,1070,12
602,24.9,2022-12-24 10:40:00,10,Saturday,1,5,640,12
532,22.6,2022-12-25 07:40:00,7,Sunday,0,6,460,12
632,21.5,2022-12-25 16:50:00,16,Sunday,1,6,1010,12
576,20.7,2022-12-25 19:40:00,19,Sunday,0,6,1180,12
634,22.7,2022-12-25 19:50:00,19,Sunday,1,6,1190,12
547,23.5,2022-12-26 06:30:00,6,Monday,0,0,390,12
477,21.6,2022-12-26 08:00:00,8,Monday,1,0,480,12
643,21.1,2022-12-26 08:40:00,8,Monday,0,0,520,12
569,19.9,2022-12-26 09:30:00,9,Monday,0,0,570,12
518,21.9,2022-12-27 07:00:00,7,Tuesday,0,1,420,12
533,23.4,2022-12-27 08:40:00,8,Tuesday,1,1,520,12
537,20.6,2022-12-27 11:10:00,11,Tuesday,0,1,670,12
526,19.8,2022-12-27 11:30:00,11,Tuesday,0,1,690,12
535,20.4,2022-12-27 12:20:00,12,Tuesday,0,1,740,12
496,20.0,2022-12-27 18:40:00,18,Tuesday,1,1,1120,12
608,22.3,2022-12-27 20:10:00,20,Tuesday,0,1,1210,12
549,23.3,2022-12-27 20:30:00,20,Tuesday,1,1,1230,12
